Fechas,Angostura,Arenal,Balsa Inferior,Boca de Pozo,Cachí,Cariblanco,Chucás,Cote,Cubujuquí,Dengo,Doña Julia,Echandi,Garita,Intercambio Norte,Intercambio Sur,Las Pailas II,Los Negros,Los Negros II,Los Santos,MOVASA,Matamoros,Miravalles I,Miravalles II,Miravalles III,Miravalles V,Parque Solar Miravalles,Peñas Blancas,Pirrís,Pocosol,Reventazón,Río Macho,Sandillal,Tejona,Torito,Toro I,Toro II,Toro III,Valle Central,Ventanas,Ventanas-Garita
2022-04-01 00:00:00.0,0.0,126.0475,0.0,4.728,0.0,0.0,0.0,0.0,15.7926,142.02525,12.687224,2.218,9.79925,119.72958,-56.218259,52.36225,0.0,0.0,0.3219,6.92029,1.450054,51.712,49.198,27.466,0.0,0.0,0.0,4.398,0.0,69.8905,57.48175,24.14775,6.8215,0.0,0.0,0.0,0.0,0.1436,0.0297,49.2895
2022-04-01 01:00:00.0,0.0,108.291,0.0,4.728,0.0,0.0,0.0,0.0,18.0016,124.0285,17.331992,2.219,9.79525,121.276278,-59.34282,52.308,0.0,0.0,0.9278,6.741126,0.303598,51.712,49.19,27.507,0.0,0.0,0.0,0.0,0.0,60.2715,58.51247,24.143,7.3255,0.0,5.356,0.0,0.0,0.0,0.0295,46.008
2022-04-01 02:00:00.0,0.0,105.434,0.0,4.728,0.0,0.0,0.0,0.0,19.9423,117.61475,17.293404,2.221,9.7905,120.071216,-59.669783,52.29925,0.0,0.0,1.4545,7.75633,0.117901,51.712,49.32,27.48,0.0,0.0,0.0,0.0,0.6345,57.3855,55.89269,24.10875,7.546,0.0,6.97137,0.0,0.0,0.5194,0.03,39.8195
2022-04-01 03:00:00.0,0.0,109.0595,0.0,4.724,0.0,0.0,0.0,0.0,16.7795,123.81475,13.078161,2.2205,9.795,121.339417,-58.831128,52.349,0.0,0.0,3.3497,8.035214,0.117555,51.712,49.399,27.4575,0.0,0.0,0.0,0.0,6.0963,62.2565,55.93747,24.126,7.28925,0.0,6.9715,0.0,0.0,3.0947,0.0294,35.332
2022-04-01 04:00:00.0,0.0,119.2625,0.0,4.728,0.0,5.4415,0.0,0.0,14.0537,131.45275,12.733936,2.226,13.15187,123.54262,-60.395205,52.41275,0.0,0.0,4.8088,9.677231,0.114973,51.712,49.522,27.448,0.0,0.0,0.0,0.0,6.8806,66.275,88.81487,24.19175,7.99225,0.0,6.97363,0.0,0.0,4.6967,0.029,34.461
2022-04-01 05:00:00.0,63.244,141.0455,0.0,4.724,0.0,27.34,0.0,0.0,15.0562,159.711,12.731539,2.2315,15.09675,117.969736,-56.964308,52.367,1.151537,0.532417,6.3416,10.348216,1.288358,51.968,49.424,27.4735,0.0,0.0,0.0,0.1305,6.8761,68.563,92.66935,24.22925,8.54125,19.662274,6.97662,0.0,0.0,4.875,0.0284,10.7985
2022-04-01 06:00:00.0,91.852,140.9055,0.0,4.728,0.0,11.5175,0.0,0.0,18.5861,155.32975,14.245377,2.225,15.73113,106.455974,-25.161329,52.36825,3.909821,6.970992,5.0965,11.943967,2.026609,51.712,49.466,27.3975,0.0,0.0045,0.0,9.607,6.8859,60.1335,95.71728,24.196,9.212,31.779684,6.97519,2.168,1.823,5.4485,0.0303,0.0
2022-04-01 07:00:00.0,85.188,130.9155,0.0,4.724,0.0,19.1165,22.810414,0.0,18.6415,148.62375,14.333314,2.401,15.63712,101.225528,-5.142881,52.2435,3.903543,6.962191,4.5488,11.916488,2.154184,51.712,49.394,27.3495,0.0,0.02,0.0,30.8235,6.8733,56.3685,91.83131,24.1555,9.9685,29.123383,6.97513,20.43475,15.394,2.979,0.0296,0.0
2022-04-01 08:00:00.0,87.156,148.5745,0.0,4.724,2.1725,34.681,25.688722,0.0,19.181,166.36375,15.346298,2.389,14.73225,99.904419,-3.955411,52.25525,3.911819,6.96569,3.1581,12.079982,2.140959,51.712,49.388,27.2705,0.0,0.036,0.0,36.18425,6.8937,61.987,95.6221,24.16425,9.91875,29.985677,6.9735,20.33813,14.8295,0.27,0.0289,0.0
2022-04-01 09:00:00.0,97.656,155.5255,0.0,4.728,26.289,37.059,25.57743,0.0,22.3984,173.97425,17.280561,2.397,17.59575,89.062841,-0.310848,52.12775,3.910313,7.431198,4.0248,12.260047,2.146298,51.456,49.315,27.2195,0.0,0.0475,1.67925,27.78075,6.9542,57.245,84.81231,24.20125,9.97825,34.756192,0.79775,20.3625,14.848,0.8176,0.0292,13.8695
2022-04-01 10:00:00.0,93.664,151.958,8.586286,4.724,29.6105,37.0635,8.504637,0.0,22.3938,170.32125,17.237038,2.4,15.60075,91.054138,0.831681,52.02925,3.908337,13.801606,4.4468,12.092951,2.143054,51.456,49.24,27.198,0.0,0.066,17.96875,27.41125,18.2277,55.2335,48.07262,24.2385,9.96875,32.039204,0.0,20.42712,14.8955,1.4514,0.0308,34.9035
2022-04-01 11:00:00.0,93.148,156.179,20.058023,4.728,28.3595,37.068,0.0,0.0,22.3401,174.54175,17.195398,2.4065,15.58875,96.841459,-0.747788,51.989,3.898699,13.775321,3.4803,10.417095,2.141798,51.456,49.125,27.153,0.0,0.2365,17.947,33.1625,18.4145,56.7215,80.71632,24.13875,9.00775,32.905216,0.0,20.18225,14.8895,0.5494,0.0327,45.4855
2022-04-01 12:00:00.0,89.044,153.6295,16.656563,4.732,60.952,35.809,0.0,4.9611,18.2327,171.7535,15.479299,2.3915,26.793,88.88643,1.664683,51.98275,3.906134,9.991209,1.9787,9.389797,2.135896,51.2,49.173,27.0795,0.0,0.2345,16.5455,23.472,9.7334,74.0645,88.33262,27.5425,6.78125,30.398097,1.51587,20.38425,14.7205,0.3391,0.4964,49.681
2022-04-01 13:00:00.0,97.4,158.8375,6.83286,4.732,94.50325,15.123,0.0,6.2491,14.0055,177.9065,14.337895,2.401,27.20775,81.468114,3.450413,51.95225,3.906935,3.932788,1.5637,10.528059,2.122309,51.2,48.999,27.047,0.0,0.219,12.152,29.441,0.0,82.226,85.38119,30.64175,7.49875,33.956021,6.95163,20.33275,14.8025,0.2831,5.8806,49.606
2022-04-01 14:00:00.0,105.672,159.14935,2.116632,4.732,101.62125,0.0,0.0,6.2486,14.006,178.109,14.343581,2.4065,27.53425,82.249035,1.478825,51.945,3.908213,3.941406,2.2,10.427836,2.08966,50.944,49.074,27.065,0.0,0.1815,12.1515,42.37675,0.0,86.8215,60.79406,30.67225,7.4545,38.022937,6.95168,20.77475,15.158,1.2523,1.1759,49.6915
2022-04-01 15:00:00.0,100.22,159.16153,0.0,4.736,80.977,0.0,41.702486,4.2637,14.0049,178.1675,15.254161,2.4185,23.2605,88.955464,2.071985,51.8515,3.90754,3.936678,2.9006,11.399384,2.125695,50.944,49.027,26.9915,0.0,0.123,12.147,32.63675,0.0,86.7175,43.1405,30.6705,7.76925,36.01331,6.95057,21.45,15.665,1.9605,0.0302,49.6965
2022-04-01 16:00:00.0,99.16,159.00424,0.0,4.736,58.8815,0.0,50.17795,0.0,21.4057,178.01275,17.314053,2.3915,21.018,95.380693,-0.600322,51.69275,3.900284,3.906163,1.8488,10.994338,2.130309,51.2,49.144,27.1375,0.0,0.06,12.113,28.7015,0.0,83.80966,41.50075,30.64675,7.75175,35.373804,6.95031,21.76175,15.843,5.3262,0.0359,49.294
2022-04-01 17:00:00.0,62.98,158.90651,0.017495,4.732,61.9425,0.0,35.079211,0.0,22.4099,178.098,17.277757,2.527,23.31925,94.717884,-6.229536,51.83425,3.919444,9.451476,3.6405,11.837507,2.165953,51.456,49.352,27.291,0.0,0.009,12.1125,34.33425,11.6629,60.60182,37.565,30.606,7.583,21.191998,6.95044,23.937,17.4785,5.7933,0.0306,38.867
2022-04-01 18:00:00.0,58.812,159.15757,4.867247,4.732,65.8065,0.0,25.153452,0.0,22.4058,178.195,14.889587,2.126,19.33275,90.005999,-1.480679,52.2545,3.93122,13.797846,5.7376,12.260764,2.248572,51.456,49.429,27.211,0.0,0.0,12.9315,2.373,22.0579,69.35662,70.77919,30.59075,8.3815,20.672591,6.9505,27.868,20.251,6.296,0.6872,34.6135
2022-04-01 19:00:00.0,52.056,159.30108,9.672086,4.724,61.8685,0.0,25.287701,0.0,22.4079,178.27275,9.894646,2.3925,15.63475,84.092899,-1.437152,52.0965,3.929249,13.79478,6.0222,11.971106,2.170502,51.2,49.276,27.1715,0.0,0.0,12.687,0.0,22.5873,64.48276,60.59294,30.2715,8.87,17.904566,6.95293,25.6245,18.6365,6.8587,0.7576,34.102
2022-04-01 20:00:00.0,58.732,158.92325,0.62298,4.724,72.7735,38.003,7.912062,0.0,22.4035,178.10625,9.886111,2.369,24.20725,89.396648,-4.923036,52.16275,0.510319,5.55032,6.6883,10.382637,0.880063,51.456,49.417,24.7195,0.0,0.0,14.74025,4.9555,0.2768,74.06223,91.12775,30.2125,9.64875,20.647984,6.95838,31.3515,22.632,4.3193,0.031,34.3985
2022-04-01 21:00:00.0,56.912,159.12653,0.0,4.724,72.589,33.925,0.0,0.0,22.403,178.26775,11.24898,2.4025,15.701,92.987066,-2.945593,52.2435,0.0,2.500163,6.739,11.671682,1.599226,51.712,49.645,0.3935,0.0,0.0,3.6055,6.0635,0.0,56.92308,71.19425,30.23375,9.703,19.936849,6.95706,15.9175,11.8595,4.2506,0.0299,35.163
2022-04-01 22:00:00.0,51.856,159.11094,0.0,4.724,42.751,27.085,0.0,0.0,22.3946,178.21825,17.075879,2.399,15.61825,96.226582,-40.35838,52.4055,0.0,0.0,6.0662,10.260313,1.677939,51.712,49.772,6.06,0.0,0.0,0.0,4.861,0.0,71.31989,71.91718,30.3085,10.547,17.795827,4.54738,0.0,0.0,3.2027,0.0295,35.19
2022-04-01 23:00:00.0,39.868,157.51094,0.0,4.724,0.474,23.587,0.0,0.0,22.4021,176.32814,17.060885,2.3955,15.6015,104.202886,-42.783094,52.426,0.0,0.0,6.0643,10.14509,1.671197,51.968,49.77617,27.5685,0.0,0.0,0.0,0.0,0.0,73.14819,55.2865,30.34725,10.52875,14.325542,0.0,0.0,0.0,6.7396,0.0292,2.222
2022-04-02 00:00:00.0,11.72,151.2895,0.0,4.724,0.0,0.0,0.0,0.0,22.3979,169.47316,17.050622,2.405,13.98325,90.94484,-6.320489,52.381,0.0,0.0,5.91,9.090237,1.670526,51.968,49.82242,27.515,0.0,0.0,0.0,0.0,0.0,68.98609,42.29063,30.364,10.6025,4.385242,0.0,0.0,0.0,4.9353,0.0282,0.0
2022-04-02 01:00:00.0,0.0,143.44787,0.0,4.728,0.0,0.0,0.0,0.0,22.3941,158.99397,17.036558,2.3995,9.8035,94.469066,-11.4409,52.2715,0.0,0.0,4.5046,7.91427,0.566864,51.712,49.87547,27.585,0.0,0.0,0.0,0.0,0.0,66.37382,43.61069,30.409,11.1205,0.0,0.0,0.0,0.0,2.8945,0.0285,0.0
2022-04-02 02:00:00.0,0.0,127.92419,0.0,4.728,0.0,0.0,0.0,0.0,22.3963,142.58898,17.035236,2.3935,9.804,95.85602,-12.154734,52.255,0.0,0.0,4.3676,6.604701,0.192046,51.968,49.87041,27.606,0.0,0.0,0.0,0.0,0.0,64.18409,51.46081,30.3945,11.05575,0.0,4.2845,0.0,0.0,1.0961,0.0288,0.0
2022-04-02 03:00:00.0,0.0,122.56419,0.0,4.728,0.0,0.0,0.0,0.0,22.3924,138.86967,17.036267,2.4085,9.8,90.671008,-7.211493,52.2745,0.0,0.0,4.5194,6.725623,0.128578,51.968,49.91469,27.633,0.0,0.0,0.0,0.0,6.0656,63.3825,57.47544,30.367,11.346,0.0,6.96075,0.0,0.0,1.6397,0.0284,0.0
2022-04-02 04:00:00.0,0.0,114.93619,0.0,4.728,0.0,0.0,0.0,0.0,22.3983,129.45183,17.054024,2.392,15.66425,94.665543,-8.465708,52.2985,0.0,0.0,5.7487,9.631347,0.125703,51.968,49.84422,27.651,0.0,0.0,0.0,0.0,5.9601,54.6385,51.11443,30.37875,11.6945,0.0,6.96218,0.0,0.0,2.4388,0.0279,0.0
2022-04-02 05:00:00.0,0.0,123.01243,0.0,4.724,0.0,0.0,0.0,0.0,22.3943,138.82916,17.033979,2.3875,19.67225,92.572463,-3.731563,52.327,0.0,0.428221,6.1761,6.378526,0.759812,51.968,49.92203,27.585,0.0,0.0,0.0,0.00225,5.9612,53.5055,37.80719,28.52075,11.78225,0.0,6.96244,0.0,0.0,2.609,0.0279,0.0
2022-04-02 06:00:00.0,0.0,131.68407,0.0,4.724,6.276,0.0,0.0,0.0,22.2112,142.341,17.047535,2.3985,19.705,84.779768,5.88387,52.3495,0.0,4.010068,5.4558,3.875431,2.072612,51.968,49.84787,27.605,0.0,0.011,0.0,0.0,8.8467,53.8805,57.6525,22.15775,11.3765,0.0,6.96038,23.236,17.579,3.4993,0.0288,0.0
2022-04-02 07:00:00.0,32.148,136.23262,0.0,4.724,46.211,23.61583,0.0,0.0,21.9911,156.884,17.02479,2.4055,19.69225,92.065669,-2.088024,52.2975,0.0,3.99329,5.6414,6.759798,2.153755,51.712,49.66863,27.4245,0.0,0.048,0.0,0.0,8.8572,58.69569,56.343,22.153,11.356,6.294981,6.96256,20.059,14.5115,6.3784,0.0283,0.0
2022-04-02 08:00:00.0,45.088,146.68613,0.0,4.724,60.0425,35.53766,0.0,0.0,21.9914,162.76131,17.067147,2.4035,19.7085,89.287639,0.389236,52.34,0.0,0.516596,5.5333,11.207806,2.122873,51.712,49.65187,27.4415,0.0,0.079,8.8835,0.0,8.8538,66.33569,59.33675,22.17775,11.33325,15.853635,6.96331,20.05975,14.6055,6.9107,1.8785,15.892
2022-04-02 09:00:00.0,70.928,146.91212,0.930088,4.724,59.2865,37.00822,0.0,0.0,15.3327,164.03634,15.435907,2.405,19.69975,88.580792,-0.594748,52.2865,1.900718,0.966877,5.8258,12.367248,2.151623,51.712,49.53703,27.4085,0.0,0.098,12.31425,0.0,8.8499,83.71887,57.9125,22.19675,11.19225,24.911621,1.826,20.07875,14.6205,4.1578,2.2276,34.779
2022-04-02 10:00:00.0,85.38,124.57575,19.134028,4.728,54.7545,36.6074,18.913535,0.0,21.9714,138.36838,16.79477,2.404,19.6855,84.743351,1.660333,52.247,3.932755,7.957167,5.3219,12.234344,2.146024,51.456,49.45088,27.388,0.0,0.117,12.30875,0.0,8.8516,59.64881,26.3485,22.1315,10.03975,28.403641,0.0,20.04475,14.5915,2.6112,0.0322,37.879
2022-04-02 11:00:00.0,84.68,120.46663,24.161431,4.728,62.04,27.02954,50.552444,0.0,21.9965,134.93212,17.126844,2.3915,19.69125,93.524587,-1.58958,52.1475,3.913958,7.951034,3.7297,11.279598,2.139421,51.712,49.35431,27.2895,0.0,0.1255,12.30275,0.0,8.8479,80.67675,44.8305,22.11925,8.672,28.847087,0.0,19.96325,14.5355,2.4311,2.4727,47.0055
2022-04-02 12:00:00.0,90.132,135.6845,16.382153,4.728,62.8925,26.99646,50.112438,0.0,20.1176,153.37582,17.08546,2.392,19.68675,92.107159,-0.697333,52.094,2.389438,7.23003,3.1129,10.436926,2.143613,51.712,49.31769,27.278,0.0,0.123,12.3085,5.2475,8.8493,86.78732,59.2675,22.109,7.457,31.086025,0.0,20.058,14.5965,1.2623,6.8175,50.0865
2022-04-02 13:00:00.0,99.728,158.56187,0.20961,4.736,69.139,19.09454,17.458247,0.0,17.9987,177.513,17.056488,2.3975,19.6795,94.890122,-2.984439,51.883,0.0,0.490932,2.3773,10.641927,2.137149,51.2,49.17837,27.223,0.0,0.111,12.289,29.0685,8.8421,86.58062,57.0205,23.62725,6.2975,34.610195,7.00469,19.9125,14.5435,0.6426,4.7393,49.912
2022-04-02 14:00:00.0,113.516,158.7175,0.0,4.732,64.569,0.0,0.0,0.0,18.8193,177.6914,16.99523,2.3895,19.69275,89.251538,0.786268,52.0195,0.0,0.0,2.2702,9.687229,2.127322,51.712,49.2095,27.145,0.0,0.09,12.27575,37.1855,8.8425,86.76875,44.3065,26.43675,5.746,41.167579,6.80362,20.0285,14.5465,0.9298,0.1599,36.3585
2022-04-02 15:00:00.0,110.084,158.6625,0.0,4.736,64.961,0.0,0.0,0.0,21.2029,177.77497,16.835456,2.4145,19.69175,86.242271,3.402836,51.9715,0.0,0.0,2.6425,9.597727,2.124035,51.2,49.08107,27.1245,0.0,0.062,1.00425,40.7825,8.8401,84.85288,29.073,27.4985,5.43975,39.253094,6.80538,20.05675,14.588,0.1135,0.0312,35.3
2022-04-02 16:00:00.0,101.872,158.72825,0.0,4.736,68.8185,0.0,0.0,0.0,21.1967,177.90433,16.870876,2.399,19.70175,84.896051,0.698769,51.9805,0.0,1.389269,2.2764,10.803753,2.168504,51.2,49.00237,27.062,0.0,0.0265,0.0,10.2855,8.8419,67.44237,43.77,30.31,5.5855,35.880058,6.80406,20.1255,14.655,0.1186,0.0305,35.204
2022-04-02 17:00:00.0,85.032,149.354,0.0,4.732,51.923,0.0,0.0,0.0,21.1957,167.24511,14.64283,2.393,19.6775,75.715055,-2.770187,52.0085,3.702824,7.828833,1.8272,11.228246,2.182154,51.2,49.11638,27.139,0.0,0.002,0.0,0.0,8.8347,63.265,46.3135,30.19225,6.4105,28.564042,6.80556,19.975,14.51,0.0,0.0311,34.857
2022-04-02 18:00:00.0,94.956,150.45663,8.546906,4.732,25.619,0.0,41.406417,0.0,21.1952,168.78087,14.342355,2.408,25.28225,96.165648,-3.125486,52.061,3.932606,11.843969,1.7392,10.228426,2.16939,51.456,49.17812,27.15,0.0,0.0,0.0,0.0,8.8275,72.93838,56.959,30.09675,6.41325,32.877062,6.80469,21.08875,15.368,0.0,0.6313,34.8295
2022-04-02 19:00:00.0,97.156,158.76275,10.080648,4.732,25.859,0.0,50.671583,0.0,21.1908,177.87188,9.730527,2.3975,24.3045,90.212802,-1.764333,52.2405,3.933532,11.853944,0.775,9.157992,2.055319,51.712,49.37588,27.4495,0.0,0.0,0.0,0.0,8.8259,62.34262,44.623,30.04275,6.094,33.842251,6.80025,20.936,15.261,0.0,0.9378,35.1625
2022-04-02 20:00:00.0,112.188,158.76962,0.4886,4.728,27.854,28.40037,42.42043,0.0,1.6365,178.00719,8.305692,2.3945,24.4225,97.288997,-3.098613,52.3095,0.347008,5.472456,0.6397,8.503341,0.737041,51.968,49.301,27.546,0.0,0.0,0.0,10.7675,0.1268,104.70338,51.45644,30.05775,6.3385,40.596837,6.79931,21.79475,15.883,0.0054,0.031,35.2455
2022-04-02 21:00:00.0,104.156,158.69788,0.0,4.724,25.095,28.78288,0.0,0.0,0.0,177.81175,8.322537,2.396,17.83675,93.826232,-0.021684,52.324,0.0,4.010218,0.3059,8.662228,1.491748,51.712,49.41162,27.445,0.0,0.0,0.0,19.625,0.0,108.2335,26.471,30.04775,6.842,37.207024,4.61738,14.55475,10.8395,0.0819,0.0296,35.1645
2022-04-02 22:00:00.0,80.272,158.63412,0.0,4.728,25.144,23.85081,0.0,0.0,0.0,177.89978,8.33847,2.3915,7.85575,71.401092,-7.120517,52.332,0.0,2.054375,0.2176,8.459535,1.651167,51.968,49.193,27.504,0.0,0.0,0.0,33.725,0.0,117.424,12.0515,30.05575,7.2065,28.375417,0.0,0.0,0.0,0.1113,0.0299,35.2125
2022-04-02 23:00:00.0,52.604,156.99688,0.0,4.724,25.146,0.0,0.0,0.0,0.0,175.93803,8.351584,2.401,9.75825,69.246747,-7.048415,52.3215,0.0,0.0,0.0,8.283439,1.661497,51.456,49.06863,27.532,0.0,0.0,0.0,2.4445,0.0,116.69187,12.118,30.06,7.21075,18.441807,0.0,0.0,0.0,0.1801,0.0291,26.907
2022-04-03 00:00:00.0,28.12,155.49537,0.0,4.728,25.12,0.0,0.0,0.0,0.0,174.30169,0.9271,2.4005,9.80375,69.437208,-3.034487,52.3415,0.0,0.0,0.0,8.117098,1.672622,51.968,49.19212,27.5395,0.0,0.0,0.0,0.0,0.0,120.71238,12.2715,30.0495,7.25125,10.508132,0.0,0.0,0.0,0.033,0.0289,0.0
2022-04-03 01:00:00.0,0.0,158.54563,0.0,4.728,25.134,0.0,0.0,0.0,0.0,177.52368,0.0,2.401,9.80575,62.634064,-1.287642,52.331,0.0,0.0,0.0,8.172137,0.560446,51.712,49.19325,27.6055,0.0,0.0,0.0,0.0,0.0,106.5635,12.469,30.1095,7.322,0.0,1.57612,0.0,0.0,0.0746,0.0283,0.0
2022-04-03 02:00:00.0,0.0,146.33612,0.0,4.728,11.216,0.0,0.0,0.0,0.0,163.54582,0.0,2.4065,9.7985,66.868101,-2.512419,52.3445,0.0,0.0,0.0,7.378971,0.176134,51.712,49.20575,27.6345,0.0,0.0,0.0,0.0,0.0,103.72325,12.4565,30.05875,6.78875,0.0,6.80563,0.0,0.0,0.3932,0.0284,0.0
2022-04-03 03:00:00.0,0.0,140.59213,0.0,4.728,0.0,0.0,0.0,0.0,0.0,156.26456,0.0,2.3905,11.6805,65.888807,-1.885281,52.3045,0.0,0.0,0.2017,6.392717,0.124404,51.968,49.19888,27.641,0.0,0.0,0.0,0.0,2.8956,106.05937,14.3585,30.0655,7.2165,0.0,6.80581,0.0,0.0,0.1342,0.0282,0.0
2022-04-03 04:00:00.0,0.0,125.88212,0.0,4.728,0.0,0.0,0.0,0.0,0.0,141.61819,0.0,2.3955,15.28375,71.563852,-2.441266,52.282,0.0,0.0,0.3225,8.64681,0.124898,51.712,49.07687,27.6715,0.0,0.0,0.0,0.0,5.9032,61.29,46.03,30.0125,7.30325,0.0,6.80388,0.0,0.0,0.4484,0.0278,0.0
2022-04-03 05:00:00.0,0.0,125.981,0.0,4.724,0.0,0.0,0.0,0.0,0.0,140.52556,1.688857,2.3385,17.929,37.098396,2.461511,52.307,0.0,0.0,1.2546,9.680245,0.463167,51.712,49.09038,27.6545,0.0,0.0,0.0,0.0,5.926,59.18463,27.4455,29.83825,8.02075,0.0,6.80312,9.48475,6.978,0.8394,0.0277,0.0
2022-04-03 06:00:00.0,0.0,110.09525,0.0,4.728,0.0,11.396,0.0,0.0,0.006,124.30712,14.069338,2.379,19.6165,32.964247,2.550958,52.3325,0.0,0.498829,2.5337,10.245006,2.036683,51.712,49.158,27.5185,0.0,0.011,0.0,0.0,7.9272,63.71062,37.2145,25.6235,8.415,0.0,6.80275,19.80025,14.4365,1.5744,0.0281,0.0
2022-04-03 07:00:00.0,0.0,126.40575,0.0,4.728,0.0,27.162,0.0,0.0,10.6737,139.49463,14.333864,2.338,19.50925,113.393525,-5.856848,52.257,0.0,3.891582,2.8174,10.293892,2.167177,51.968,49.33375,27.3955,0.0,0.046,0.0,0.0,8.55,69.50363,39.401,24.09,8.42175,0.0,6.80563,19.48875,14.122,2.4924,0.0271,0.0
2022-04-03 08:00:00.0,0.0,149.53788,0.0,4.728,0.0,36.982,0.0,0.0,11.7987,170.14606,14.326764,2.459,19.55275,113.554017,-3.587602,52.1975,0.0,2.351075,2.545,10.830907,2.145723,51.712,49.24612,27.2165,0.0,0.078,0.0,0.0,8.8086,126.70862,42.8365,24.2305,8.5115,0.0,6.7595,19.816,14.358,1.6926,0.0296,0.0
2022-04-03 09:00:00.0,0.0,158.19887,1.066929,4.728,0.0,37.071,0.0,0.0,12.3324,177.3965,14.327074,2.5215,19.543,112.53496,-3.351925,52.142,1.805609,4.198978,1.2784,10.36933,2.147869,51.456,48.85975,27.2035,0.0,0.1,0.0,24.416,8.8053,140.852,46.925,24.22775,8.23125,0.0,0.02212,20.21975,14.67,0.5136,0.0316,13.31
2022-04-03 10:00:00.0,0.0,149.13263,12.268311,4.732,0.0,37.053,16.543918,0.0,21.9682,166.74063,14.323587,2.5225,19.54325,110.435713,-4.01312,52.153,3.92031,7.927304,0.7447,10.06182,2.154202,51.456,48.86538,27.195,0.0,0.114,0.0,0.13,8.8099,99.59725,29.9865,24.1725,7.79375,0.0,0.0,19.9915,14.5005,0.0,0.0328,45.9875
2022-04-03 11:00:00.0,0.0,152.15462,12.299141,4.732,0.0,29.582,50.490686,0.0,21.9935,171.10175,14.323512,2.5375,19.538,107.399663,-2.835848,52.0605,3.899788,7.931299,0.7768,8.623442,2.143902,51.2,48.7395,27.1995,0.0,0.1195,0.0,3.411,8.7978,141.55375,46.953,24.20375,6.60925,0.0,0.0,19.94075,14.4765,0.0,0.0331,50.1065
2022-04-03 12:00:00.0,18.78,158.91575,7.116023,4.732,4.718,27.089,50.339463,0.0,16.3695,178.20675,14.329183,2.548,19.54675,84.822356,-2.059225,51.9465,2.402307,7.946701,1.8165,8.099967,2.146722,51.2,48.60587,27.2,0.0,0.1135,0.0,32.5415,8.7961,143.8155,50.366,27.70525,5.13825,2.626596,0.86963,20.03625,14.6195,0.2207,4.7539,50.244
2022-04-03 13:00:00.0,80.508,158.9505,0.0,4.74,13.61,9.731,16.503885,0.0,9.0023,178.17875,14.33549,2.55,20.2005,82.583704,-1.886185,51.8735,0.0,0.100953,1.6446,8.170776,2.144717,51.456,48.88275,27.1905,0.0,0.0505,0.0,22.99,8.8,135.13525,39.5455,30.74225,5.93075,27.834104,6.9145,19.99625,17.681,0.9513,3.4705,43.029
2022-04-03 14:00:00.0,79.948,156.71025,0.0,4.74,0.0,0.0,0.0,0.0,8.9986,175.468,14.33827,2.5435,23.343,80.019376,-1.383966,51.862,0.0,0.0,1.4882,9.514423,2.14353,51.2,48.96063,27.1225,0.0,0.0615,0.0,18.5805,8.7996,110.9415,30.483,30.7355,6.57775,26.845793,6.91437,20.07625,21.4685,0.5316,1.0664,41.6535
2022-04-03 15:00:00.0,79.992,145.576,0.0,4.736,0.0,0.0,0.0,0.0,10.7493,162.25362,13.511412,2.553,19.546,79.672388,0.15953,51.7595,0.0,0.0,1.3725,9.17015,2.139464,51.2,48.8215,27.1205,0.0,0.057,0.0,0.0,8.7939,93.47275,35.9815,30.56475,7.5885,26.847066,6.91275,22.93825,22.3385,2.4926,2.1368,50.25
2022-04-03 16:00:00.0,79.996,139.82425,0.0,4.74,0.0,0.0,0.0,0.0,6.9964,156.89738,7.48837,2.526,19.53475,90.8734,-2.909063,51.953,1.133955,1.577821,1.5177,8.641104,2.128054,51.456,48.95375,27.286,0.0,0.0255,0.0,2.709,8.792,83.939,32.586,30.15925,7.45525,26.640656,6.913,22.62825,19.9305,1.8486,2.6526,50.0205
2022-04-03 17:00:00.0,59.432,123.706,0.0,4.736,0.0,0.0,0.0,0.0,10.5898,142.07225,8.408322,1.4075,19.535,105.915691,-1.636885,51.9895,3.936354,9.228233,1.6445,9.691391,2.121556,51.968,49.29712,27.352,0.0,0.002,0.0,0.0,8.7862,55.0965,24.9135,30.18225,8.26325,19.966424,6.91463,22.92675,18.7205,0.2082,0.4007,43.9725
2022-04-03 18:00:00.0,46.024,128.778,9.39341,4.732,0.0,26.885,43.161683,0.0,13.9948,140.97137,7.429937,2.222,22.5025,90.096795,4.057916,52.071,3.941211,13.615643,2.0539,10.027166,2.148935,51.712,49.22025,27.4705,0.0,0.0,0.0,0.0,8.086,53.84675,55.417,30.294,7.27725,15.511421,6.9135,29.17325,22.2605,0.6961,0.0314,44.8465
2022-04-03 19:00:00.0,45.12,127.822,12.242679,4.736,0.0,31.414,50.214614,0.0,13.994,140.98863,7.236221,2.2975,23.5145,90.556373,1.703937,52.146,3.940281,13.615491,1.765,9.425249,2.164958,51.712,49.28975,27.415,0.0,0.0,0.0,0.0,6.4637,53.86075,52.033,30.264,7.22925,14.961435,6.915,28.17425,21.333,0.4819,0.0316,50.498
2022-04-03 20:00:00.0,57.696,140.421,0.636595,4.728,28.469,39.006,42.045934,0.0,0.694,160.87625,7.236999,1.9835,26.24875,93.60283,-4.603,52.143,3.94148,9.430208,1.1473,9.120781,0.927385,51.712,49.3145,27.514,0.0,0.0,0.0,0.707,0.0776,61.07725,36.8185,30.2155,7.5225,20.322653,6.91462,25.0695,18.9315,0.0,4.6409,50.488
